date,n_w_y_normalized
2015-01-01,1.3222236753417904
2015-01-05,2.4172811685764004
2015-01-12,2.7784171503878143
2015-01-19,2.190114986469221
2015-01-26,2.4760015622622658
2015-02-02,2.660406397073584
2015-02-09,2.7637231503579947
2015-02-16,2.99618584524792
2015-02-23,2.3543917120748326
2015-03-02,2.5774005864027854
2015-03-09,2.5199285321605274
2015-03-16,2.458035550668866
2015-03-23,2.241410115448048
2015-03-30,1.9474646421548114
2015-04-06,1.7014367415260148
2015-04-13,1.661054540382201
2015-04-20,1.6664388338680427
2015-04-27,1.5965340078801238
2015-05-04,1.5149268169416705
2015-05-11,1.6673339413824824
2015-05-18,1.6612376564048499
2015-05-25,1.7252486486699912
2015-06-01,1.5781264050163955
2015-06-08,1.476311798241144
2015-06-15,1.948361338744582
2015-06-22,1.6012660883744068
2015-06-29,2.403799197797731
2015-07-06,2.7759814206056257
2015-07-13,2.377556630128687
2015-07-20,2.2476355027992505
2015-07-27,2.5536053738471334
2015-08-03,2.323547631231651
2015-08-10,2.2039914891324837
2015-08-17,2.5574618222952403
2015-08-24,2.5106789840825225
2015-08-31,1.7444800560208997
2015-09-07,1.6573479615332518
2015-09-14,1.7017878911011781
2015-09-21,1.7070161181091694
2015-09-28,1.4981295844032891
2015-10-05,1.4876192311398015
2015-10-12,1.500555050541017
2015-10-19,1.7172300255113795
2015-10-26,2.0757370203450707
2015-11-02,3.5551943654341045
2015-11-09,2.375108840773205
2015-11-16,2.173448656179253
2015-11-23,2.0315396373909174
2015-11-30,2.062742540437258
2015-12-07,3.223870234359578
2015-12-14,2.4041086099747466
2015-12-21,2.230697497124109
2015-12-28,2.1229814486391887
2016-01-04,2.4055014022709558
2016-01-11,2.6427945773499086
2016-01-18,2.5916136964505267
2016-01-25,2.2891812184087237
2016-02-01,2.4074937980746727
2016-02-08,2.520415646014385
2016-02-15,2.881765559421465
2016-02-22,2.642371241789275
2016-02-29,2.6095070901819923
2016-03-07,2.4511616324378163
2016-03-14,2.425717048018047
2016-03-21,2.311216418129083
2016-03-28,2.378241177088477
2016-04-04,2.4666766229376758
2016-04-11,2.362002153698623
2016-04-18,2.5713510921767284
2016-04-25,2.7793418597587203
2016-05-02,4.469997227251227
2016-05-09,2.833096834173313
2016-05-16,2.694589877835951
2016-05-23,3.0093784149663194
2016-05-30,3.5873112344888245
2016-06-06,3.5532288665589196
2016-06-13,4.945588269739768
2016-06-20,4.809968847352024
2016-06-27,3.4205529083081907
2016-07-04,2.903177190953725
2016-07-11,2.3982768099182947
2016-07-18,2.167778809880381
2016-07-25,2.1568027146404805
2016-08-01,3.235007928742535
2016-08-08,2.281696413509227
2016-08-15,2.125415837241472
2016-08-22,2.226998211815513
2016-08-29,2.3689891904144083
2016-09-05,2.59202875197915
2016-09-12,2.555521304768176
2016-09-19,2.523070240580644
2016-09-26,2.34004077735641
2016-10-03,2.2526758441429426
2016-10-10,2.4491858645894546
2016-10-17,2.3581202453581445
2016-10-24,2.7511402862511685
2016-10-31,3.313057276572752
2016-11-07,3.3319966015293114
2016-11-14,3.3975870858113844
2016-11-21,3.3516737468139333
2016-11-28,3.4509418842998616
2016-12-05,3.5117785343350585
2016-12-12,3.417789327820008
2016-12-19,4.6567379591547615
2016-12-26,5.036786570847417
2017-01-02,6.803348696048928
2017-01-09,5.212338704302757
2017-01-16,4.131876694982595
2017-01-23,3.7875536370673792
2017-01-30,4.270601563916892
2017-02-06,4.4127330045774364
2017-02-13,4.044256317840827
2017-02-20,5.050826779170101
2017-02-27,5.816862642125898
2017-03-06,6.478113781009444
2017-03-13,5.627791419426167
2017-03-20,5.3257032120215815
2017-03-27,4.793609261890338
2017-04-03,4.993047246386185
2017-04-10,4.859899319815886
2017-04-17,4.901508046869105
2017-04-24,5.475708480203516
2017-05-01,6.937245635690353
2017-05-08,9.262366425674482
2017-05-15,10.291518250749425
2017-05-22,18.829666725445243
2017-05-29,11.315052493826373
2017-06-05,12.429350297326051
2017-06-12,12.95419810258742
2017-06-19,10.496956105227376
2017-06-26,10.992956937469389
2017-07-03,8.645040879145368
2017-07-10,10.274050447790296
2017-07-17,10.532111369555832
2017-07-24,9.75792860425923
2017-07-31,14.704626394329544
2017-08-07,15.008142328748097
2017-08-14,19.166242367881768
2017-08-21,15.300508737749686
2017-08-28,17.9119311765268
2017-09-04,18.37647285525637
2017-09-11,22.373355701274626
2017-09-18,15.665943109106054
2017-09-25,12.495656852144116
2017-10-02,11.74678598874538
2017-10-09,19.704286174669672
2017-10-16,19.914802052604177
2017-10-23,20.209524281712483
2017-10-30,28.47477676874363
2017-11-06,31.283795990688947
2017-11-13,28.54466177952263
2017-11-20,30.13047632282944
2017-11-27,65.39106416982246
2017-12-04,97.66355140186916
2017-12-11,81.30841121495327
2017-12-18,100.0
2017-12-25,59.345794392523366
2018-01-01,46.8677274259939
2018-01-08,44.70667947551579
2018-01-15,55.37685373100143
2018-01-22,37.007946151937546
2018-01-29,40.25019273048639
2018-02-05,45.668275649584054
2018-02-12,26.676420631848377
2018-02-19,23.16347635111114
2018-02-26,18.442334471879235
2018-03-05,18.840039269342853
2018-03-12,19.135440581928368
2018-03-19,16.345539296398503
2018-03-26,17.736142418281354
2018-04-02,16.582534825194653
2018-04-09,15.67952550303059
2018-04-16,14.09241820953011
2018-04-23,14.256601722650851
2018-04-30,12.196296150323608
2018-05-07,12.206319970287497
2018-05-14,10.916054604300735
2018-05-21,11.223260643821392
2018-05-28,9.870102690734116
2018-06-04,9.984405706472463
2018-06-11,12.738724522051076
2018-06-18,10.869722468622731
2018-06-25,10.529668405810341
2018-07-02,9.576112466813797
2018-07-09,9.037602474792484
2018-07-16,11.378950266189502
2018-07-23,12.292075904834336
2018-07-30,9.876070774457116
2018-08-06,10.356113357606668
2018-08-13,10.317253645195388
2018-08-20,9.20975184147385
2018-08-27,9.300116251186301
2018-09-03,10.600885793818575
2018-09-10,9.32146854284047
2018-09-17,8.874687915514782
2018-09-24,8.346674446857152
2018-10-01,7.950014098378074
2018-10-08,8.533646085759004
2018-10-15,8.470550735771875
2018-10-22,7.539894323461745
2018-10-29,8.144482224483532
2018-11-05,7.459486922160194
2018-11-12,9.820084049426077
2018-11-19,14.950448472683934
2018-11-26,12.59032823372659
2018-12-03,11.605871802133484
2018-12-10,10.516340979892382
2018-12-17,11.392702728216745
2018-12-24,9.639979231568015
2018-12-31,8.921042936728949
2019-01-07,8.667404334459057
2019-01-14,7.930048909537178
2019-01-21,7.34572951620286
2019-01-28,7.521944415410288
2019-02-04,8.495327102803738
2019-02-11,7.570093457943923
2019-02-18,8.761682242990652
2019-02-25,7.224948126241477
2019-03-04,6.586308053464894
2019-03-11,6.502137982494095
2019-03-18,6.702041901049739
2019-03-25,6.428489170394648
2019-04-01,12.876623608548126
2019-04-08,9.843585927733793
2019-04-15,8.878528483838323
2019-04-22,9.347270670873266
2019-04-29,8.435353959206754
2019-05-06,12.867740320427233
2019-05-13,18.48026535380507
2019-05-20,12.867740320427233
2019-05-27,14.301902113052984
2019-06-03,12.07376420659444
2019-06-10,11.722101171450912
2019-06-17,18.81397238017871
2019-06-24,26.25750662405004
2019-07-01,16.01240268114442
2019-07-08,16.095368498145167
2019-07-15,15.182744511136935
2019-07-22,12.417217277778661
2019-07-29,12.099412000877836
2019-08-05,14.092480942035504
2019-08-12,12.678270706655182
2019-08-19,11.338492588926455
2019-08-26,10.45670201476997
2019-09-02,10.702371254646977
2019-09-09,9.170194173319311
2019-09-16,8.507013048565545
2019-09-23,12.028733504154507
2019-09-30,9.412915295113795
2019-10-07,9.048456247493908
2019-10-14,8.524598254217944
2019-10-21,11.405817217235741
2019-10-28,10.158934609219864
2019-11-04,9.084344899201488
2019-11-11,8.286138862033157
2019-11-18,9.825536219429223
2019-11-25,9.944944400191602
2019-12-02,7.986363369188267
2019-12-09,7.865357863594505
2019-12-16,8.84852759654382
2019-12-23,7.971237680989047
2019-12-30,8.290268777553662
2020-01-06,10.16989393629499
2020-01-13,10.80792910720323
2020-01-20,8.623142006820467
2020-01-27,10.306203312738806
2020-02-03,11.197774296364322
2020-02-10,12.13613527091999
2020-02-17,10.718167576035869
2020-02-24,11.462713535341557
2020-03-02,10.095725226896992
2020-03-09,20.33991700124835
2020-03-16,19.003718074159043
2020-03-23,14.302277404770738
2020-03-30,12.163497531526751
2020-04-06,12.523263885395812
2020-04-13,11.882538756375562
2020-04-20,11.969910364878322
2020-04-27,15.079395356397914
2020-05-04,17.26857668147694
2020-05-11,17.78111434553904
2020-05-18,12.458607834124916
2020-05-25,11.433532506000713
2020-06-01,12.4744179476918
2020-06-08,11.104122036771109
2020-06-15,10.182716165634782
2020-06-22,10.300845123472774
2020-06-29,9.269939343219185
2020-07-06,9.386607820753017
2020-07-13,11.629948054643672
2020-07-20,10.596830841667712
2020-07-27,17.378010877651455
2020-08-03,13.358544571416179
2020-08-10,12.58013313962313
2020-08-17,11.77661166164321
2020-08-24,10.094238567122751
2020-08-31,13.270793267016806
2020-09-07,11.250032969641552
2020-09-14,10.323559666259309
2020-09-21,9.595616356458972
2020-09-28,8.304646186553326
2020-10-05,8.238026009988625
2020-10-12,8.659852643030213
2020-10-19,13.250318943776888
2020-10-26,14.190045022714623
2020-11-02,16.096983332245248
2020-11-09,15.957414112601503
2020-11-16,23.773290412651217
2020-11-23,25.12245953587409
2020-11-30,19.629011766012038
2020-12-07,15.35145705613475
2020-12-14,27.924369848715695
2020-12-21,29.035787554137215
2020-12-28,44.35112852325558
2021-01-04,64.74028087719591
2021-01-11,60.93202906089027
2021-01-18,38.76256313025386
2021-01-25,38.49054514337488
2021-02-01,37.976233721915825
2021-02-08,65.8715035831049
2021-02-15,64.49054962958068
2021-02-22,66.14769437380973
2021-03-01,40.380366361431
2021-03-08,44.24736277173378
2021-03-15,38.74432941861059
2021-03-22,37.6288496848694
2021-03-29,36.406270666258905
2021-04-05,32.56893799745261
2021-04-12,47.09012054408753
2021-04-19,51.03158437817415
2021-04-26,38.616274377951385
2021-05-03,34.7974779770156
2021-05-10,48.42188734367779
2021-05-17,81.37822891979312
2021-05-24,50.63125102475815
2021-05-31,40.45223312046704
2021-06-07,41.07424846414436
2021-06-14,31.713516004732284
2021-06-21,38.411281471380576
2021-06-28,27.288607517297613
2021-07-05,21.732037039028636
2021-07-12,21.420689803512467
2021-07-19,25.343664971016203
2021-07-26,29.267689113156113
2021-08-02,25.816498134931994
2021-08-09,28.434897411962467
2021-08-16,25.77056130551041
2021-08-23,25.265256181872946
2021-08-30,22.950062076724347
2021-09-06,29.962155169174444
2021-09-13,21.818913826515
2021-09-20,27.475669263018887
2021-09-27,21.725934521520692
2021-10-04,24.78906050172159
2021-10-11,27.564918839153957
2021-10-18,33.69762911952779
2021-10-25,27.371254303984255
2021-11-01,25.01639133302234
2021-11-08,30.557997008058933
2021-11-15,29.97744784210272
2021-11-22,29.080235494715843
2021-11-29,32.654580982149895
2021-12-06,30.749776618609477
2021-12-13,27.650329638484386
2021-12-20,25.366526600497476
2021-12-27,25.253530073879308
2022-01-03,34.13441627775845
2022-01-10,28.396722373519843
2022-01-17,37.829880148285
2022-01-24,38.99686873897759
2022-01-31,32.8596527597236
2022-02-07,30.136197120092852
2022-02-14,27.52275997146692
2022-02-21,35.363071417344734
2022-02-28,30.1540914914545
2022-03-07,25.064216501347403
2022-03-14,22.18708789633622
2022-03-21,21.910440915085147
2022-03-28,22.84539778576096
2022-04-04,20.468249056136656
2022-04-11,19.540996162653958
2022-04-18,17.892546574240264
2022-04-25,18.820495760351548
2022-05-02,20.15487316421896
2022-05-09,43.75967957276368
2022-05-16,27.327102803738313
2022-05-23,22.242990654205602
2022-05-30,20.522273462860475
2022-06-06,20.278853696057986
2022-06-13,58.20782079424051
2022-06-20,34.64304173076572
2022-06-27,29.656782692547704
2022-07-04,26.348177466481545
2022-07-11,23.6125743415463
2022-07-18,24.572435087137617
2022-07-25,21.308908552127146
2022-08-01,18.192877860135354
2022-08-08,18.255075733161455
2022-08-15,17.944086368030938
2022-08-22,17.042217209152433
2022-08-29,7.93022881082823
